id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review_clean,reviews_per_month_clean,calculated_host_listings_count,availability_365,price_category,stay_category,availability_category,review_activity_category,host_scale_category,review_recency,days_since_last_review,estimated_annual_revenue,review_efficiency,host_business_scale,performance_tier,market_position,estimated_occupancy_rate
25308563,Single Room/ 15 min away from LGA Airport #5,51531044,Angela,Queens,Jackson Heights,"40,7514","-73,87602",Private room,40,2,32,11/05/2019,"2,42",4,336,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2277,13440,"0,0952",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
32088018,Beautiful Single Bedroom 30 min to Manhattan.,3158364,Devika,Queens,Sunnyside,"40,73641","-73,92415",Private room,40,5,5,30/06/2019,"1,26",4,297,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2227,11880,"0,0168",Small Scale Host (2-5),Good Performer,Budget Popular,"45,2"
32765985,Cozy sofa-bed 2 in apartment!  Near to Manhattan !,243367528,Lucca & Paula,Queens,Astoria,"40,76663","-73,91436",Shared room,36,1,10,09/06/2019,"2,36",7,313,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2248,11268,"0,0319",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
24868754,Inexpensive Private Rm w/ NYC/SIUH/RUMC Access 3,104812805,Amarjit S,Staten Island,Arrochar,"40,59679","-74,08444",Private room,33,4,17,06/07/2019,"1,2",8,316,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2221,10428,"0,0538",Medium Scale Host (6-20),Good Performer,Budget Popular,"17,8"
4058949,3C. Private Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,"40,80617","-73,93868",Private room,45,1,151,09/05/2019,"2,59",10,357,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2279,16065,"0,423",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
26743564,Brand New Brooklyn Style Hostel RM3 #3,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,"40,69439","-73,95518",Shared room,36,3,14,06/05/2019,"1,24",34,361,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Large Scale (>20),Sangat Lama (>1 tahun),2282,12996,"0,0388",Large Scale Host (>20),Good Performer,Budget Popular,"17,8"
35874901,JFKQueensComfort. Private Room -Welcome Long Stays,105444832,Angie,Queens,Woodhaven,"40,68931","-73,85485",Private room,35,9,0,,0,1,246,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,8610,0,Single Property Host,Low Performer,Budget Struggling,"45,2"
35490477,"Rooms in the new hipster area of Brooklyn, NYC 1",266998393,Hector,Brooklyn,Bushwick,"40,69424","-73,91847",Private room,35,3,0,,0,3,275,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,9625,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"45,2"
36181391,Woman Flower Youth Hostel(only for girls ),67567916,Bamboo,Brooklyn,Borough Park,"40,64493","-73,99597",Shared room,35,1,0,,0,4,362,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,12670,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
33767710,Hostal: 1 full size mattress bottom floor bunk bed,2793778,Fernando,Queens,Forest Hills,"40,71692","-73,83439",Shared room,33,4,0,,0,5,334,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,11022,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
35484268,Best CoLiving next to Bushwick! 2,133802988,Sergii,Queens,Ridgewood,"40,7046","-73,90215",Shared room,38,30,0,,0,6,358,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,13604,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
26210593,Bright  4-people room close to Manhattan,178543960,Sergii,Brooklyn,Greenpoint,"40,71997","-73,94021",Shared room,35,30,0,,0,10,343,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,12005,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
3489095,Location Silma,3250450,Petya,Queens,Maspeth,"40,74064","-73,89956",Private room,39,30,0,,0,18,352,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,13728,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
35461302,"Your Private Oasis In A Shared Apt, Near 3 Trains!",230192510,Zach,Brooklyn,Fort Greene,"40,69698","-73,97412",Private room,48,30,0,,0,25,340,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,16320,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
35157419,Modern Private BR in Bedstuy Madison,226410657,Nina,Brooklyn,Bedford-Stuyvesant,"40,68717","-73,93113",Private room,42,30,0,,0,27,249,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,10458,0,Large Scale Host (>20),Low Performer,Budget Struggling,"45,2"
8061409,Private Bedroom in Quiet Brooklyn Neighborhood,1100659,Joe,Brooklyn,Bushwick,"40,7052","-73,91549",Private room,49,1,107,09/06/2019,"3,04",1,340,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Single Property,Sangat Lama (>1 tahun),2248,16660,"0,3147",Single Property Host,High Performer,Budget Popular,"17,8"
16795503,Spacious Private Access Near Trains M - L and J,49100137,Juan,Brooklyn,Bushwick,"40,69228","-73,91399",Private room,33,2,90,07/07/2019,"3,1",1,308,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Single Property,Sangat Lama (>1 tahun),2220,10164,"0,2922",Single Property Host,High Performer,Budget Popular,"17,8"
12274909,Beautiful spacious bedroom BayRidge FEMALES only,60756664,Carol,Brooklyn,Bay Ridge,"40,63456","-74,02483",Private room,35,1,33,12/06/2019,"0,84",1,337,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2245,11795,"0,0979",Single Property Host,Average Performer,Budget Struggling,"17,8"
29676417,New York Moments (Ladies Only),223248121,Julia,Manhattan,Kips Bay,"40,74319","-73,98074",Shared room,39,2,1,01/01/2019,"0,16",1,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2407,14235,"0,0027",Single Property Host,Average Performer,Budget Struggling,"17,8"
13694021,"BasementSolo Private bedRoom No 
Window in NYC, 2E",31307789,Luffy,Queens,Corona,"40,74736","-73,85587",Shared room,27,2,13,21/06/2019,"0,35",2,361,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2236,9747,"0,036",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
9597258,Cozy and affordable room.,32379616,Fabiola,Bronx,Williamsbridge,"40,88165","-73,85625",Private room,34,5,17,31/05/2019,"0,4",2,313,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2257,10642,"0,0543",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
2524213,Nice room Convenient to Manhattan C,8288419,Jason,Brooklyn,Borough Park,"40,64601","-73,99765",Private room,38,1,40,16/06/2019,"0,62",4,280,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2241,10640,"0,1429",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
16159444,YOUR IDEAL HOME / 20steps to Subway,27977412,Daria,Brooklyn,East Flatbush,"40,64583","-73,9483",Shared room,25,30,10,12/07/2018,"0,32",4,332,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2580,8300,"0,0301",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
22400254,large room and convenient to train and JFK. #4,82367658,John,Queens,Richmond Hill,"40,68985","-73,82003",Private room,40,3,7,13/06/2019,"0,38",5,313,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2244,12520,"0,0224",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
20427684,"TWIN BED. Walk to US OPEN, LGA AIRPORT & CITIFIELD",32446721,Veronica,Queens,Corona,"40,74967","-73,86311",Shared room,45,1,16,29/06/2019,"0,7",6,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2228,16425,"0,0438",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
8993857,Comfy place to stay in Brooklyn / Flatbush / 4,27974952,Alex,Brooklyn,East Flatbush,"40,64601","-73,94886",Shared room,25,30,8,01/07/2017,"0,18",7,343,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2956,8575,"0,0233",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
27284500,"Private bedroom in Ridgewood, Queens 3R-2",205530337,Nina,Queens,Ridgewood,"40,70296","-73,9056",Private room,45,30,1,14/12/2018,"0,14",8,314,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2425,14130,"0,0032",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
15702021,Large Room in Trendy Bushwick - 2,9864136,Anthony,Brooklyn,Bushwick,"40,68602","-73,91522",Private room,45,1,2,01/10/2017,"0,06",26,250,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2864,11250,"0,008",Large Scale Host (>20),Average Performer,Budget Struggling,"45,2"
26877222,Clean cozy room in Manhattan. 5 min to 135 St,137358866,Kazuya,Manhattan,Harlem,"40,81657","-73,94262",Private room,33,30,3,30/04/2019,"0,46",103,189,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2288,6237,"0,0159",Large Scale Host (>20),Average Performer,Budget Struggling,"72,6"
35709682,"Shared Spaces;Safe,Great Location 15 to Times Sq",175730239,Baboucarr,Queens,Sunnyside,"40,73883","-73,92698",Shared room,30,3,2,24/06/2019,2,12,327,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2233,9810,"0,0061",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
34480144,Penn room 11,244817841,Aminul,Brooklyn,East New York,"40,66816","-73,89577",Private room,38,7,3,07/06/2019,"1,61",13,239,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2250,9082,"0,0126",Medium Scale Host (6-20),Good Performer,Budget Popular,"45,2"
27952152,Ladies bedroom Bed 1,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,"40,69425","-73,95668",Shared room,36,1,15,01/06/2019,"1,45",34,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Large Scale (>20),Sangat Lama (>1 tahun),2256,13140,"0,0411",Large Scale Host (>20),Good Performer,Budget Popular,"17,8"
28608462,Bedroom 7 Bed D,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,"40,69245","-73,95657",Shared room,39,1,13,13/06/2019,"1,36",34,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Large Scale (>20),Sangat Lama (>1 tahun),2244,14235,"0,0356",Large Scale Host (>20),Good Performer,Budget Popular,"17,8"
36409903,Near the city,273536212,Marjorie,Queens,Cambria Heights,"40,69973","-73,74592",Private room,50,1,0,,0,1,339,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,16950,0,Single Property Host,Low Performer,Budget Struggling,"17,8"
36395973,Homely spot for female. Close to subway &Park,156114168,Kateryna,Brooklyn,Prospect-Lefferts Gardens,"40,66049","-73,96064",Shared room,40,1,0,,0,6,245,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,9800,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"45,2"
16837628,Outpost Coliving. Great shared apartment Flatbush,2092314,Valentin,Brooklyn,East Flatbush,"40,64136","-73,94705",Shared room,27,30,0,,0,7,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,9855,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
33361856,"Private Room 2 min to Train, TONS of Natural Light",244171850,Jocelyn,Queens,Ridgewood,"40,70154","-73,90752",Private room,47,30,0,,0,10,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,17155,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
32973353,Spacious shared room in newly renovated house,248161322,Sergii,Brooklyn,Bushwick,"40,69977","-73,93966",Shared room,35,30,0,,0,14,341,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,11935,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
30442585,Luxury Private Bedrm in Williamsburg Madison 3R-2,226410657,Nina,Brooklyn,Bedford-Stuyvesant,"40,68589","-73,93057",Private room,42,30,0,,0,27,358,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,15036,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
24555212,NEW Perfect shared male room for a long term I,39528519,Max,Manhattan,Lower East Side,"40,71113","-73,9884",Shared room,33,100,0,,0,28,320,Budget (≤$50),Long Stay (>30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,10560,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
30798396,Spacious room near airport LGA Manhattan & Gym :),137358866,Kazuya,Queens,Jackson Heights,"40,74878","-73,8799",Private room,24,30,0,,0,103,244,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,5856,0,Large Scale Host (>20),Low Performer,Budget Struggling,"45,2"
31218310,"YOUR HM AWAY FROM HM
Medical personnel, Vacation?",233485864,Jeannie,Staten Island,New Dorp Beach,"40,56662","-74,10444",Private room,40,1,56,06/07/2019,"9,33",2,307,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2221,12280,"0,1824",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
903947,Beautiful Bedroom in Manhattan,4734398,Jj,Manhattan,Harlem,"40,82124","-73,93838",Private room,49,1,597,23/06/2019,"7,72",3,342,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2234,16758,"1,7456",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
21594210,It's a Beautiful Day in Bed-Stuy!,19536596,Andrew,Brooklyn,Cypress Hills,"40,67794","-73,90639",Private room,48,1,114,02/07/2019,"5,65",5,235,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2225,11280,"0,4851",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
35875858,#3 Hotel-Like LOFT Private Room KING Bed Near JFK,263504959,David,Queens,Woodhaven,"40,69298","-73,86396",Private room,50,1,6,04/07/2019,6,8,288,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2223,14400,"0,0208",Medium Scale Host (6-20),High Performer,Budget Popular,"45,2"
33555650,A Nice Room,199833548,Syeda,Queens,Jamaica,"40,70585","-73,80867",Private room,50,1,13,23/06/2019,"4,53",9,358,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2234,17900,"0,0363",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
30235273,*Easy check in Budget Room!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,"40,68197","-73,91235",Private room,40,2,11,04/07/2019,"3,17",10,317,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2223,12680,"0,0347",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
12251481,"Large Room in Apt w/ Library, Priv Entrance",17624300,Stephen,Brooklyn,Williamsburg,"40,70244","-73,94421",Private room,44,1,8,02/06/2019,"0,23",1,357,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2255,15708,"0,0224",Single Property Host,Average Performer,Budget Struggling,"17,8"
21936080,Cozy Room Near Express Train to Manhattan,14043678,Justin,Brooklyn,Bedford-Stuyvesant,"40,69507","-73,93354",Private room,50,3,6,08/10/2018,"0,32",1,363,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2492,18150,"0,0165",Single Property Host,Average Performer,Budget Struggling,"17,8"
22378688,Lovely apartment,24755691,筱,Queens,Long Island City,"40,75673","-73,93609",Private room,50,1,10,30/06/2019,"0,53",1,211,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2227,10550,"0,0474",Single Property Host,Average Performer,Budget Struggling,"45,2"
24403784,Clean and comfy bedroom in the waste free home.,21663531,Dana,Queens,Ridgewood,"40,70778","-73,90323",Private room,50,2,4,12/04/2019,"0,4",2,293,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2306,14650,"0,0137",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
22381052,private room in upper ditmars astoria wifi,97127885,Concetta,Queens,Ditmars Steinway,"40,76826","-73,89391",Private room,36,1,5,30/12/2018,"0,27",2,250,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2409,9000,"0,02",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
